case_id,transaction_id,transaction_date,dispute_date,resolution_date,transaction_amount,currency,payment_method,is_recurring,is_card_present,is_cross_border,is_digital_goods,card_network,reason_code,reason_category,reason_description,merchant_id,merchant_name,merchant_category_code,merchant_category_name,merchant_monthly_volume,merchant_chargeback_rate,merchant_avg_ticket,merchant_years_active,customer_id,customer_tenure_months,customer_total_orders,customer_prior_disputes,customer_prior_win_rate,customer_account_verified,customer_email_domain,days_to_dispute,days_to_respond,response_within_deadline,deadline_days,day_of_week_transaction,month_of_year,is_holiday_period,has_delivery_tracking,has_delivery_confirmation,has_delivery_signature,has_avs_match,has_cvv_match,has_3ds_authentication,has_customer_communication,has_refund_policy_shown,has_terms_accepted,has_ip_geomatch,has_device_fingerprint,has_usage_proof,has_prior_non_disputed_txn,evidence_count,evidence_completeness,evidence_strength_score,amount_log,amount_vs_merchant_avg,customer_risk_score,is_repeat_disputer,dispute_velocity,reason_code_encoded,category_encoded,mcc_encoded,win_probability_true,case_disposition,representment_won,evidence_score
CB-2024-07628,TXN-774139144,2024-01-27,2024-02-04,2024-03-16,1570.77,EUR,debit,0,0,0,1,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0008,QuickCart,4722,Travel Agencies,9247,1.457,153.87,14,CUST-01246,63,21,1,0.592,1,corporate.com,8,2,1,45,5,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,6,0.5,0.36,7.36,10.208,0.218,0,0.0159,11,0,7,0.4315,REPRESENTED,0,0.275
CB-2024-07450,TXN-694385514,2024-01-27,2024-02-05,2024-03-13,27.7,USD,debit,0,0,1,0,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0016,ByteDeals,5812,Eating Places / Restaurants,1759,7.446,142.23,11,CUST-02366,17,3,0,0.5,1,gmail.com,9,4,1,45,5,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,6,0.5,0.37,3.3569,0.195,0.15,0,0.0,12,1,1,0.4871,REPRESENTED,1,0.47500000000000003
CB-2024-02643,TXN-315118749,2024-01-27,2024-02-28,2024-05-07,547.41,USD,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-00389,89,1,0,0.5,0,corporate.com,32,10,1,30,5,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,6,0.4,0.62,6.307,1.962,0.35,0,0.0,0,0,2,0.754,REPRESENTED,1,0.71
CB-2024-08152,TXN-901046052,2024-01-27,2024-02-01,2024-03-13,18.43,USD,credit,0,0,0,0,Visa,Visa_11.2,AUTHORIZATION,Declined Authorization,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-01460,19,19,0,0.5,0,gmail.com,5,3,1,30,5,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,6,0.5,0.54,2.9668,0.159,0.35,0,0.0,3,2,3,0.7362,REPRESENTED,1,0.7749999999999999
CB-2024-00182,TXN-752213465,2024-01-28,2024-02-05,2024-03-30,183.5,USD,prepaid,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-00322,29,6,0,0.5,1,gmail.com,8,1,1,30,6,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,7,0.75,0.58,5.2176,0.437,0.15,0,0.0,7,1,6,0.9726,REPRESENTED,1,0.6125
CB-2024-07126,TXN-775577251,2024-01-28,2024-01-29,2024-03-03,1507.39,USD,debit,0,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0011,AppZone,5045,Computers / Peripherals,10733,3.416,463.41,16,CUST-00243,41,1,2,0.146,1,yahoo.com,1,7,1,30,6,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,7,0.8,0.56,7.3188,3.253,0.549,1,0.0488,0,0,10,0.8365,REPRESENTED,1,0.47
CB-2024-01184,TXN-515551141,2024-01-28,2024-02-25,2024-04-19,63.98,USD,prepaid,0,0,0,0,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01519,9,9,0,0.5,0,corporate.com,28,1,1,45,6,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,6,0.25,0.4,4.1741,0.261,0.35,0,0.0,12,1,12,0.4491,REPRESENTED,1,0.4375
CB-2024-01878,TXN-685448021,2024-01-28,2024-01-29,2024-03-06,207.26,USD,credit,0,0,0,0,Mastercard,MC_4855,CONSUMER_DISPUTE,Goods / Services Not Received,MER-0005,GadgetHub,5999,Misc. Retail,45241,1.492,392.24,14,CUST-01195,27,1,0,0.5,0,yahoo.com,1,1,1,45,6,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,9,0.667,0.82,5.3388,0.528,0.35,0,0.0,13,1,4,0.9519,REPRESENTED,1,0.95005
CB-2024-08934,TXN-507843123,2024-01-28,2024-03-07,2024-05-05,264.25,USD,credit,0,0,0,0,Mastercard,MC_4834,PROCESSING_ERROR,Duplicate Processing,MER-0015,FusionStore,5411,Grocery Stores,19967,0.815,265.96,4,CUST-01277,7,1,0,0.5,1,hotmail.com,39,1,1,45,6,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,5,1.0,0.48,5.5807,0.994,0.15,0,0.0,10,3,0,0.98,REPRESENTED,1,0.65
CB-2024-03157,TXN-303273550,2024-01-28,2024-01-29,2024-02-08,308.01,USD,debit,1,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-01713,25,3,2,0.179,1,gmail.com,1,1,1,30,6,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,8,0.75,0.75,5.7334,0.69,0.726,1,0.08,7,1,4,0.98,REPRESENTED,1,0.8125
CB-2024-09489,TXN-748095230,2024-01-28,2024-02-28,2024-04-15,900.0,USD,credit,1,0,0,0,Mastercard,MC_4855,CONSUMER_DISPUTE,Goods / Services Not Received,MER-0005,GadgetHub,5999,Misc. Retail,45241,1.492,392.24,14,CUST-02298,8,1,0,0.5,1,corporate.com,31,3,1,45,6,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,9,0.333,0.84,6.8035,2.295,0.15,0,0.0,13,1,4,0.8869,REPRESENTED,1,0.6999500000000001
CB-2024-06609,TXN-155299886,2024-01-28,2024-02-17,2024-03-14,133.38,USD,debit,0,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-01568,55,26,1,0.254,1,outlook.com,20,1,1,30,6,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,8,0.6,0.53,4.9007,0.325,0.333,0,0.0182,0,0,0,0.6039,REPRESENTED,0,0.29000000000000004
CB-2024-07873,TXN-985839290,2024-01-28,2024-02-13,2024-04-09,139.97,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-02038,91,12,0,0.5,1,yahoo.com,16,3,1,30,6,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,6,0.6,0.51,4.9485,1.205,0.15,0,0.0,0,0,3,0.5255,REPRESENTED,1,0.59
CB-2024-09604,TXN-570935755,2024-01-28,2024-02-19,2024-04-19,271.67,EUR,debit,0,0,0,1,Visa,Visa_11.2,AUTHORIZATION,Declined Authorization,MER-0014,SmartBuy,6411,Insurance,30178,3.28,434.09,18,CUST-01256,1,7,1,0.377,1,hotmail.com,22,3,1,30,6,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,5,0.5,0.29,5.6083,0.626,0.687,0,1.0,3,2,13,0.5797,REPRESENTED,1,0.075
CB-2024-00857,TXN-178620246,2024-01-29,2024-02-12,2024-02-28,53.46,USD,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0015,FusionStore,5411,Grocery Stores,19967,0.815,265.96,4,CUST-01477,2,2,0,0.5,1,hotmail.com,14,1,1,30,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,7,0.4,0.77,3.9975,0.201,0.15,0,0.0,0,0,0,0.8769,REPRESENTED,1,0.71
CB-2024-02785,TXN-975426379,2024-01-29,2024-03-15,2024-05-11,51.33,EUR,debit,0,0,1,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-02298,8,1,0,0.5,1,corporate.com,46,3,1,30,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,9,0.8,0.78,3.9576,0.125,0.15,0,0.0,0,0,0,0.8972,REPRESENTED,1,0.67
CB-2024-04551,TXN-765063551,2024-01-29,2024-03-01,2024-03-27,101.32,USD,credit,1,0,0,0,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0009,StreamVault,5945,Hobby / Toy Stores,18074,5.411,60.26,8,CUST-02936,9,1,0,0.5,1,gmail.com,32,2,1,45,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,7,0.5,0.58,4.6281,1.681,0.15,0,0.0,9,2,8,0.7228,REPRESENTED,1,0.7749999999999999
CB-2024-04733,TXN-420692960,2024-01-29,2024-02-14,2024-02-24,194.39,USD,debit,0,0,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0005,GadgetHub,5999,Misc. Retail,45241,1.492,392.24,14,CUST-00718,1,7,0,0.5,1,gmail.com,16,2,1,30,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,5,0.667,0.31,5.275,0.496,0.15,0,0.0,8,1,4,0.512,REPRESENTED,0,0.30005000000000004
CB-2024-09373,TXN-861270846,2024-01-29,2024-03-03,2024-04-06,194.86,USD,credit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-01586,36,2,0,0.5,1,yahoo.com,34,3,1,45,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,6,0.5,0.6,5.2774,0.436,0.15,0,0.0,11,0,4,0.3911,REPRESENTED,1,0.575
CB-2024-06373,TXN-258485475,2024-01-29,2024-03-16,2024-04-19,325.12,USD,debit,0,0,1,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-00399,8,5,3,0.615,1,gmail.com,47,1,1,30,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,5,0.8,0.48,5.7873,0.775,1.616,1,0.375,0,0,6,0.6002,REPRESENTED,0,0.82
CB-2024-05651,TXN-490040948,2024-01-29,2024-02-07,2024-03-06,77.89,USD,prepaid,1,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0015,FusionStore,5411,Grocery Stores,19967,0.815,265.96,4,CUST-00630,8,1,0,0.5,1,yahoo.com,9,1,1,30,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,6,0.4,0.5,4.3681,0.293,0.15,0,0.0,0,0,0,0.7178,REPRESENTED,1,0.21
CB-2024-00878,TXN-952787038,2024-01-29,2024-02-25,2024-03-04,1566.92,EUR,credit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0003,SwiftShop,5732,Electronics Stores,27813,1.574,177.32,6,CUST-00726,45,3,2,0.283,0,gmail.com,27,1,1,45,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,8,0.75,0.52,7.3575,8.837,0.682,1,0.0444,11,0,2,0.6236,REPRESENTED,1,0.5125
CB-2024-05661,TXN-815536953,2024-01-30,2024-02-29,2024-04-27,95.25,USD,credit,0,0,1,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0002,TechMart Online,5812,Eating Places / Restaurants,22216,4.5,248.63,8,CUST-00685,23,2,0,0.5,0,gmail.com,30,1,1,30,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,6,0.25,0.49,4.5669,0.383,0.35,0,0.0,7,1,1,0.8001,REPRESENTED,1,0.4375
CB-2024-03620,TXN-189319467,2024-01-30,2024-02-12,2024-02-25,41.12,EUR,debit,1,0,0,1,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0012,NexCommerce,4816,Computer Network Services,18051,0.853,374.54,6,CUST-00317,43,2,1,0.669,1,gmail.com,13,1,1,45,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,4,0.25,0.27,3.7405,0.11,0.239,0,0.0233,12,1,11,0.391,REPRESENTED,0,0.4375
CB-2024-08354,TXN-583853774,2024-01-30,2024-02-01,2024-03-24,59.26,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0002,TechMart Online,5812,Eating Places / Restaurants,22216,4.5,248.63,8,CUST-01392,23,1,0,0.5,0,gmail.com,2,3,1,30,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,7,0.4,0.79,4.0987,0.238,0.35,0,0.0,0,0,1,0.7483,REPRESENTED,0,0.71
CB-2024-09849,TXN-639316461,2024-01-30,2024-02-28,2024-04-05,217.16,USD,prepaid,0,0,0,1,Visa,Visa_11.1,AUTHORIZATION,Card Recovery Bulletin,MER-0014,SmartBuy,6411,Insurance,30178,3.28,434.09,18,CUST-01387,20,4,4,0.165,0,corporate.com,29,2,1,30,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,5,0.5,0.37,5.3852,0.5,1.651,1,0.2,2,2,13,0.5458,REPRESENTED,0,0.47500000000000003
CB-2024-07419,TXN-787391501,2024-01-30,2024-01-31,2024-03-02,368.74,USD,prepaid,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-02970,29,6,0,0.5,1,yahoo.com,1,1,1,30,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,6,0.4,0.49,5.9128,0.826,0.15,0,0.0,0,0,4,0.4554,REPRESENTED,1,0.56
CB-2024-07717,TXN-409529922,2024-01-30,2024-02-02,2024-02-16,1241.91,USD,debit,0,0,0,0,Visa,Visa_12.5,PROCESSING_ERROR,Incorrect Amount,MER-0011,AppZone,5045,Computers / Peripherals,10733,3.416,463.41,16,CUST-00185,20,2,2,0.643,1,yahoo.com,3,1,1,30,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,8,0.5,0.66,7.1252,2.68,0.707,1,0.1,6,3,10,0.9626,REPRESENTED,1,0.7749999999999999
CB-2024-05300,TXN-485469731,2024-01-30,2024-02-23,2024-04-27,126.72,USD,credit,0,0,1,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-02337,11,9,1,0.385,1,gmail.com,24,8,1,30,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,5,1.0,0.46,4.8498,1.091,0.685,0,0.0909,8,1,3,0.8074,REPRESENTED,0,0.65
CB-2024-02627,TXN-892915066,2024-01-30,2024-02-06,2024-03-04,395.34,USD,credit,0,1,0,1,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-00397,36,6,0,0.5,0,outlook.com,7,20,1,45,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,7,0.75,0.49,5.9823,0.942,0.35,0,0.0,12,1,6,0.7108,REPRESENTED,1,0.5125
CB-2024-03705,TXN-385634687,2024-01-30,2024-02-05,2024-02-14,2584.86,USD,credit,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0011,AppZone,5045,Computers / Peripherals,10733,3.416,463.41,16,CUST-00570,11,19,0,0.5,0,yahoo.com,6,1,1,30,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,7,0.5,0.59,7.8578,5.578,0.35,0,0.0,7,1,10,0.7258,REPRESENTED,0,0.7749999999999999
CB-2024-03722,TXN-549815505,2024-01-30,2024-02-07,2024-02-25,46.84,USD,debit,1,0,0,0,Visa,Visa_10.5,FRAUD,Fraud - Counterfeit Transaction,MER-0016,ByteDeals,5812,Eating Places / Restaurants,1759,7.446,142.23,11,CUST-02258,8,1,1,0.373,1,outlook.com,8,1,1,30,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,6,0.333,0.46,3.8679,0.329,0.688,0,0.125,1,0,1,0.2561,REPRESENTED,0,0.24995
CB-2024-00289,TXN-974273348,2024-01-30,2024-02-08,2024-03-16,2919.74,EUR,credit,1,0,0,0,Visa,Visa_11.1,AUTHORIZATION,Card Recovery Bulletin,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-01946,2,1,0,0.5,0,gmail.com,9,1,1,30,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,9,0.5,0.74,7.9796,10.466,0.35,0,0.0,2,2,2,0.3856,REPRESENTED,0,0.7749999999999999
CB-2024-07640,TXN-848783184,2024-01-31,2024-03-05,2024-04-02,23.63,USD,credit,0,0,0,0,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-01281,17,9,3,0.069,1,corporate.com,34,1,1,45,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,4,0.25,0.39,3.204,0.203,1.338,1,0.1765,12,1,3,0.7926,REPRESENTED,1,0.5375
CB-2024-08940,TXN-613050464,2024-01-31,2024-02-01,2024-03-31,91.53,USD,debit,0,0,0,0,Visa,Visa_12.5,PROCESSING_ERROR,Incorrect Amount,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-01165,46,15,1,0.52,1,gmail.com,1,8,1,30,2,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,7,1.0,0.58,4.5275,0.788,0.275,0,0.0217,6,3,3,0.98,REPRESENTED,1,0.65
CB-2024-08185,TXN-305244328,2024-01-31,2024-04-24,2024-06-15,181.72,USD,credit,0,0,1,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0014,SmartBuy,6411,Insurance,30178,3.28,434.09,18,CUST-00997,9,1,0,0.5,1,gmail.com,84,3,1,30,2,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,6,0.6,0.43,5.208,0.419,0.15,0,0.0,0,0,13,0.504,REPRESENTED,0,0.49
CB-2024-07473,TXN-866858369,2024-01-31,2024-02-26,2024-03-12,114.7,USD,credit,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-02715,1,3,1,0.465,0,gmail.com,26,1,1,30,2,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,7,0.25,0.47,4.751,0.257,0.86,0,1.0,7,1,4,0.5976,REPRESENTED,1,0.23750000000000002
CB-2024-03010,TXN-984751819,2024-01-31,2024-02-03,2024-03-10,610.05,USD,credit,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-01405,1,7,0,0.5,1,gmail.com,3,8,1,30,2,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,6,0.25,0.53,6.4152,2.187,0.15,0,0.0,7,1,2,0.8929,REPRESENTED,1,0.7374999999999999
CB-2024-09565,TXN-255278541,2024-01-31,2024-03-11,2024-04-28,220.09,USD,credit,0,0,0,0,Visa,Visa_10.5,FRAUD,Fraud - Counterfeit Transaction,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01613,22,2,1,0.063,1,corporate.com,40,2,1,30,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,5,1.0,0.48,5.3986,0.899,0.554,0,0.0455,1,0,12,0.4604,REPRESENTED,1,0.85
CB-2024-01923,TXN-503733720,2024-01-31,2024-02-21,2024-04-19,295.24,EUR,debit,0,0,0,1,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0006,PrimeGoods,7372,Software / SaaS,9101,2.92,237.28,18,CUST-01188,2,9,1,0.229,1,hotmail.com,21,2,1,45,2,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,5,0.75,0.36,5.6912,1.244,0.731,0,0.5,12,1,5,0.717,REPRESENTED,0,0.3125
CB-2024-03836,TXN-655373687,2024-01-31,2024-02-21,2024-03-13,1260.14,GBP,debit,0,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0003,SwiftShop,5732,Electronics Stores,27813,1.574,177.32,6,CUST-00068,13,18,0,0.5,1,gmail.com,21,1,1,30,2,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,6,0.8,0.41,7.1398,7.107,0.15,0,0.0,0,0,2,0.5852,REPRESENTED,1,0.52
CB-2024-08691,TXN-813594059,2024-01-31,2024-04-23,2024-06-09,154.29,USD,credit,1,0,0,0,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-02424,8,7,0,0.5,1,yahoo.com,83,3,1,45,2,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,6,0.0,0.74,5.0453,0.376,0.15,0,0.0,12,1,0,0.8846,REPRESENTED,1,0.85
CB-2024-08174,TXN-473632612,2024-02-01,2024-02-17,2024-04-13,427.85,USD,debit,0,0,0,1,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0006,PrimeGoods,7372,Software / SaaS,9101,2.92,237.28,18,CUST-00044,8,7,0,0.5,1,corporate.com,16,3,1,45,3,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,1.0,0.33,6.0611,1.803,0.15,0,0.0,9,2,5,0.8031,REPRESENTED,0,0.5
CB-2024-03110,TXN-508327074,2024-02-01,2024-03-30,2024-04-10,56.98,USD,credit,0,0,0,0,Visa,Visa_10.5,FRAUD,Fraud - Counterfeit Transaction,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-00406,69,25,0,0.5,0,outlook.com,58,3,1,30,3,2,0,0,1,1,0,1,1,0,1,0,0,0,0,0,5,0.333,0.66,4.0601,0.135,0.35,0,0.0,1,0,3,0.5976,REPRESENTED,1,0.6999500000000001
CB-2024-03453,TXN-374820029,2024-02-01,2024-02-19,2024-03-06,308.96,USD,credit,0,0,0,0,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0005,GadgetHub,5999,Misc. Retail,45241,1.492,392.24,14,CUST-02820,6,8,0,0.5,1,gmail.com,18,8,1,45,3,2,0,1,0,0,1,1,1,0,1,0,1,0,0,1,7,1.0,0.55,5.7364,0.788,0.15,0,0.0,9,2,4,0.8999,REPRESENTED,1,0.7000000000000001
CB-2024-06387,TXN-782957531,2024-02-01,2024-02-09,2024-03-12,41.28,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-02210,36,3,0,0.5,1,corporate.com,8,3,1,30,3,2,0,1,0,1,1,1,1,0,0,0,0,1,0,0,6,0.8,0.62,3.7443,0.098,0.15,0,0.0,0,0,3,0.8533,REPRESENTED,1,0.67
CB-2024-06375,TXN-513828208,2024-02-01,2024-02-23,2024-04-22,145.05,USD,credit,0,0,0,1,Mastercard,MC_4855,CONSUMER_DISPUTE,Goods / Services Not Received,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-02051,18,1,0,0.5,1,hotmail.com,22,7,1,45,3,2,0,1,0,0,1,1,0,0,0,1,1,0,0,1,6,0.333,0.38,4.9839,0.346,0.15,0,0.0,13,1,6,0.5743,REPRESENTED,1,0.44995
CB-2024-02636,TXN-456086736,2024-02-01,2024-02-26,2024-04-10,90.46,USD,prepaid,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-00859,40,4,2,0.509,1,gmail.com,25,5,1,30,3,2,0,1,1,0,1,1,0,1,1,1,0,0,0,1,8,0.75,0.65,4.5159,0.22,0.447,1,0.05,7,1,0,0.98,REPRESENTED,1,0.8125
CB-2024-00695,TXN-441106904,2024-02-01,2024-02-05,2024-04-03,42.35,GBP,credit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-02553,1,1,2,0.768,1,yahoo.com,4,9,1,45,3,2,0,1,0,0,0,1,1,0,1,1,1,1,0,0,7,0.75,0.55,3.7693,0.1,1.07,1,2.0,11,0,3,0.7788,REPRESENTED,1,0.46249999999999997
CB-2024-02137,TXN-511048078,2024-02-02,2024-02-13,2024-02-25,132.83,USD,credit,0,0,0,1,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-02511,9,6,1,0.215,0,gmail.com,11,1,1,30,4,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0,7,0.0,0.49,4.8966,0.309,0.936,0,0.1111,7,1,5,0.9374,REPRESENTED,0,0.4
CB-2024-08346,TXN-982823439,2024-02-02,2024-02-05,2024-02-28,116.29,USD,credit,0,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0005,GadgetHub,5999,Misc. Retail,45241,1.492,392.24,14,CUST-00731,1,30,0,0.5,1,corporate.com,3,1,1,30,4,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,8,0.8,0.64,4.7646,0.296,0.15,0,0.0,0,0,4,0.9046,REPRESENTED,1,0.47
CB-2024-05860,TXN-820170111,2024-02-02,2024-02-24,2024-03-05,90.06,USD,credit,0,0,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-01823,33,4,4,0.716,0,corporate.com,22,3,1,30,4,2,0,1,1,0,1,0,1,0,0,1,1,1,0,0,7,0.333,0.7,4.5115,0.213,1.013,1,0.1212,8,1,3,0.9033,REPRESENTED,1,0.6999500000000001
CB-2024-05896,TXN-696413227,2024-02-02,2024-02-03,2024-04-04,97.93,USD,debit,0,0,0,1,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0009,StreamVault,5945,Hobby / Toy Stores,18074,5.411,60.26,8,CUST-02495,16,13,1,0.804,1,yahoo.com,1,3,1,30,4,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,5,0.0,0.35,4.5944,1.625,0.434,0,0.0625,7,1,8,0.8367,REPRESENTED,1,0.2
